jump_site	mnemonic	target	ops
0x00000	ljmp	0x037F9	0x37f9
0x0000B	ljmp	0x024DD	0x24dd
0x00013	ljmp	0x02619	0x2619
0x00023	ljmp	0x026DE	0x26de
0x0005B	jb	0x00057	acc.2, 0x0057                        ; [0x100001e0:1]=0
0x000A5	jz	0x00091	0x0091
0x000B7	jnz	0x000C2	0x00c2
0x000C0	sjmp	0x00124	0x0124
0x00171	jnb	0x00021	0x21.0, 0x0177                       ; [0x10000021:1]=0
0x00174	ljmp	0x005C0	0x05c0
0x00190	jnz	0x00196	0x0196
0x00196	jnz	0x001A1	0x01a1
0x00198	jb	0x00024	0x24.2, 0x01a1                       ; [0x10000024:1]=0
0x0019B	jb	0x00021	0x21.0, 0x01a1                       ; [0x10000021:1]=0
0x001E2	jb	0x001E9	acc.1, 0x01e9                        ; [0x100001e0:1]=0
0x001E7	sjmp	0x001EB	0x01eb
0x001F0	jz	0x0020A	0x020a
0x001F2	jb	0x00021	0x21.0, 0x020a                       ; [0x10000021:1]=0
0x001F5	jnb	0x00023	0x23.6, 0x01ff                       ; [0x10000023:1]=0
0x00208	sjmp	0x00257	0x0257
0x0020A	jb	0x00021	0x21.0, 0x0257                       ; [0x10000021:1]=0
0x0020D	jb	0x00023	0x23.6, 0x0217                       ; [0x10000023:1]=0
0x0021B	jz	0x00257	0x0257
0x00253	jc	0x00239	0x0239
0x0025E	jnz	0x00264	0x0264
0x00264	jnz	0x0027B	0x027b
0x0026A	jnz	0x0027B	0x027b
0x0026C	jb	0x00023	0x23.7, 0x027b                       ; [0x10000023:1]=0
0x0026F	jb	0x00021	0x21.0, 0x027b                       ; [0x10000021:1]=0
0x00282	jnz	0x00288	0x0288
0x00288	jnz	0x00295	0x0295
0x0028E	jnz	0x00295	0x0295
0x00290	jb	0x00021	0x21.0, 0x0295                       ; [0x10000021:1]=0
0x00299	jnz	0x0029F	0x029f
0x0029F	jnz	0x002A4	0x02a4
0x002A1	ljmp	0x00355	0x0355
0x002A4	jnb	0x00021	0x21.0, 0x02aa                       ; [0x10000021:1]=0
0x002A7	ljmp	0x00355	0x0355
0x002AE	jz	0x00308	0x0308
0x002B0	jb	0x00021	0x21.0, 0x0308                       ; [0x10000021:1]=0
0x002BA	jnb	0x002C0	acc.2, 0x02c0                        ; [0x100001e0:1]=0
0x002DA	jc	0x002AA	0x02aa
0x00300	ljmp	0x058C2	0x58c2
0x00303	jb	0x000C0	0xc0.2, 0x0310                       ; [0x100001c0:1]=0
0x00306	sjmp	0x002AA	0x02aa
0x0030C	jz	0x00355	0x0355
0x0030E	jb	0x00021	0x21.0, 0x0355                       ; [0x10000021:1]=0
0x00318	jnb	0x0031E	acc.2, 0x031e                        ; [0x100001e0:1]=0
0x00353	sjmp	0x00308	0x0308
0x00374	jnb	0x00026	0x26.3, 0x03b8                       ; [0x10000026:1]=0
0x003A8	jnz	0x003B2	0x03b2
0x003AD	jnz	0x003B2	0x03b2
0x003B2	jnz	0x00374	0x0374
0x003B6	sjmp	0x00374	0x0374
0x003BB	jnb	0x00021	0x21.0, 0x03c1                       ; [0x10000021:1]=0
0x003BE	ljmp	0x00171	0x0171
0x003CE	jnc	0x003E8	0x03e8
0x003D0	jb	0x00026	0x26.0, 0x03e8                       ; [0x10000026:1]=0
0x003E5	ljmp	0x00171	0x0171
0x003F1	jnc	0x003F6	0x03f6
0x003F3	jnb	0x00026	0x26.0, 0x040b                       ; [0x10000026:1]=0
0x003F6	jb	0x00026	0x26.0, 0x03fc                       ; [0x10000026:1]=0
0x003F9	ljmp	0x00597	0x0597
0x00400	jnz	0x00406	0x0406
0x00406	jnz	0x0040B	0x040b
0x00408	ljmp	0x00597	0x0597
0x00419	jnb	0x00021	0x21.2, 0x0422                       ; [0x10000021:1]=0
0x0042B	jnz	0x00431	0x0431
0x00431	jz	0x0044F	0x044f
0x00458	jz	0x0045D	0x045d
0x0045A	ljmp	0x0058B	0x058b
0x0045F	cjne	0x0000C	a, #0x0c, 0x0462
0x00462	jc	0x00467	0x0467
0x00464	ljmp	0x0058B	0x058b
0x0046D	jmp		@a+dptr
0x0046E	ljmp	0x00492	0x0492
0x00471	ljmp	0x00492	0x0492
0x00474	ljmp	0x00492	0x0492
0x00477	ljmp	0x004AB	0x04ab
0x0047A	ljmp	0x004C9	0x04c9
0x0047D	ljmp	0x004E7	0x04e7
0x00480	ljmp	0x00507	0x0507
0x00483	ljmp	0x00527	0x0527
0x00486	ljmp	0x0056D	0x056d
0x00489	ljmp	0x0054F	0x054f
0x0048C	ljmp	0x0058B	0x058b
0x0048F	ljmp	0x00171	0x0171
0x004A8	ljmp	0x00171	0x0171
0x004C6	ljmp	0x00171	0x0171
0x004E4	ljmp	0x00171	0x0171
0x00504	ljmp	0x00171	0x0171
0x00524	ljmp	0x00171	0x0171
0x0054C	ljmp	0x00171	0x0171
0x0056A	ljmp	0x00171	0x0171
0x00588	ljmp	0x00171	0x0171
0x00594	ljmp	0x00171	0x0171
0x00597	jb	0x00024	0x24.0, 0x05bb                       ; [0x10000024:1]=0
0x0059A	jb	0x00021	0x21.2, 0x05bb                       ; [0x10000021:1]=0
0x005BD	ljmp	0x00171	0x0171
0x005C3	jnb	0x00021	0x21.0, 0x05fd                       ; [0x10000021:1]=0
0x005FB	sjmp	0x005FB	0x05fb
0x00636	sjmp	0x00638	0x0638
0x00640	sjmp	0x00642	0x0642
0x0064A	sjmp	0x0064C	0x064c
0x00654	sjmp	0x00656	0x0656
0x0065E	sjmp	0x00660	0x0660
0x00668	sjmp	0x0066A	0x066a
0x00672	sjmp	0x00674	0x0674
0x0067C	sjmp	0x0067E	0x067e
0x00686	sjmp	0x00688	0x0688
0x006F0	sjmp	0x006F2	0x06f2
0x0092F	jnc	0x00958	0x0958
0x00968	jnc	0x0096D	0x096d
0x0096A	ljmp	0x00A7E	0x0a7e
0x00A8E	jnc	0x00A93	0x0a93
0x00A90	ljmp	0x00B69	0x0b69
0x00B79	jnc	0x00B7E	0x0b7e
0x00B7B	ljmp	0x00C19	0x0c19
0x00C29	jc	0x00C87	0x0c87
0x00CC6	jnb	0x00024	0x24.4, 0x0cf8                       ; [0x10000024:1]=0
0x00CF6	sjmp	0x00D25	0x0d25
0x00D35	jnc	0x00D42	0x0d42
0x00D40	jnc	0x00D6D	0x0d6d
0x00D52	jnc	0x00D6D	0x0d6d
0x00D5D	jc	0x00D6D	0x0d6d
0x00D6A	ljmp	0x00FEF	0x0fef
0x00D7D	jnc	0x00D8D	0x0d8d
0x00D88	jc	0x00D8D	0x0d8d
0x00D8A	ljmp	0x00E68	0x0e68
0x00D96	jc	0x00D9B	0x0d9b
0x00D98	ljmp	0x00E68	0x0e68
0x00DA4	jnc	0x00DA9	0x0da9
0x00DA6	ljmp	0x00E68	0x0e68
0x00DDF	jz	0x00DE3	0x0de3
0x00DE1	jnc	0x00E26	0x0e26
0x00E21	jc	0x00E26	0x0e26
0x00E23	ljmp	0x00FEF	0x0fef
0x00E26	jnb	0x00024	0x24.4, 0x0e5a                       ; [0x10000024:1]=0
0x00E39	jnc	0x00E5A	0x0e5a
0x00E44	jc	0x00E5A	0x0e5a
0x00E55	jnc	0x00E5A	0x0e5a
0x00E57	ljmp	0x00FEF	0x0fef
0x00E65	ljmp	0x00FEF	0x0fef
0x00E78	jnc	0x00E88	0x0e88
0x00E83	jc	0x00E88	0x0e88
0x00E85	ljmp	0x00FEF	0x0fef
0x00E98	jnc	0x00E9D	0x0e9d
0x00E9A	ljmp	0x00F3C	0x0f3c
0x00EAC	jnc	0x00EB1	0x0eb1
0x00EAE	ljmp	0x00F3C	0x0f3c
0x00EE7	jz	0x00EEB	0x0eeb
0x00EE9	jnc	0x00F2E	0x0f2e
0x00F29	jc	0x00F2E	0x0f2e
0x00F2B	ljmp	0x00FEF	0x0fef
0x00F39	ljmp	0x00FEF	0x0fef
0x00F4A	jc	0x00F4F	0x0f4f
0x00F4C	ljmp	0x00FE4	0x0fe4
0x00F58	jc	0x00F5D	0x0f5d
0x00F5A	ljmp	0x00FE4	0x0fe4
0x00F93	jc	0x00FD7	0x0fd7
0x00FD3	jz	0x00FEF	0x0fef
0x00FD5	jc	0x00FEF	0x0fef
0x00FE2	sjmp	0x00FEF	0x0fef
0x01009	jnc	0x01049	0x1049
0x0103F	jnz	0x01047	0x1047
0x01047	sjmp	0x010AA	0x10aa
0x01083	jnz	0x0108B	0x108b
0x010A4	jc	0x010AA	0x10aa
0x010B7	jnz	0x010BC	0x10bc
0x010BC	jz	0x010C1	0x10c1
0x010BE	ljmp	0x0119D	0x119d
0x01100	jnc	0x0115F	0x115f
0x01155	jnz	0x0115D	0x115d
0x0115D	sjmp	0x010E7	0x10e7
0x0119A	ljmp	0x01276	0x1276
0x011DC	jnc	0x0123B	0x123b
0x01231	jnz	0x01239	0x1239
0x01239	sjmp	0x011C3	0x11c3
0x01285	jc	0x0128A	0x128a
0x01287	ljmp	0x01498	0x1498
0x012C9	jnc	0x0131A	0x131a
0x01310	jnz	0x01318	0x1318
0x01318	sjmp	0x012B0	0x12b0
0x01346	jc	0x0139B	0x139b
0x01398	ljmp	0x01448	0x1448
0x013EA	jnc	0x0143E	0x143e
0x0143C	sjmp	0x01448	0x1448
0x01498	jnb	0x00024	0x24.4, 0x14ca                       ; [0x24:1]=0
0x014C8	sjmp	0x014F7	0x14f7
0x01546	cjne	0x00003	a, #0x03, 0x1556
0x01554	sjmp	0x0159C	0x159c
0x01564	jz	0x0156A	0x156a
0x01567	cjne	0x00005	a, #0x05, 0x1574
0x0157A	jnc	0x01585	0x1585
0x01583	sjmp	0x01594	0x1594
0x0158B	jc	0x01594	0x1594
0x015A7	jnc	0x015F9	0x15f9
0x015BD	jz	0x015C8	0x15c8
0x015C6	sjmp	0x015CF	0x15cf
0x015F7	sjmp	0x0159E	0x159e
0x015FA	cjne	0x00003	a, #0x03, 0x1613
0x01744	jz	0x0178B	0x178b
0x01746	jc	0x0178B	0x178b
0x01789	sjmp	0x017DF	0x17df
0x017A4	jnz	0x017DD	0x17dd
0x017DB	sjmp	0x017DF	0x17df
0x017F2	jnb	0x00022	0x22.0, 0x1803                       ; [0x22:1]=0
0x01813	jz	0x0180A	0x180a
0x01815	jnb	0x00022	0x22.0, 0x182d                       ; [0x22:1]=0
0x01818	jnb	0x00026	0x26.0, 0x182d                       ; [0x26:1]=0
0x01832	jz	0x0185A	0x185a
0x01857	ljmp	0x01906	0x1906
0x018A3	jz	0x018EA	0x18ea
0x018A5	jc	0x018EA	0x18ea
0x018E8	sjmp	0x018EE	0x18ee
0x018EE	jnb	0x00022	0x22.1, 0x18ff                       ; [0x22:1]=0
0x0190F	jz	0x01906	0x1906
0x01911	jnb	0x00022	0x22.1, 0x1929                       ; [0x22:1]=0
0x01914	jnb	0x00026	0x26.0, 0x1929                       ; [0x26:1]=0
0x0197B	jnc	0x01998	0x1998
0x01992	cjne	0x00000	r7, #0x00, 0x1996
0x01996	sjmp	0x01968	0x1968
0x019D2	jnc	0x019D7	0x19d7
0x019DE	jc	0x019E4	0x19e4
0x019FF	jnc	0x01A04	0x1a04
0x01A0B	jc	0x01A11	0x1a11
0x01A6F	cjne	0x00005	a, #0x05, 0x1a58
0x01A81	ajmp	0x0181A	0x181a
0x01A85	ljmp	0x01AB6	0x1ab6
0x01A90	ajmp	0x01838	0x1838
0x01A93	djnz	0x01A9E	r2, 0x1a9e
0x01A99	jbc	0x00020	0x20.0, 0x1a9c                       ; [0x20:1]=0
0x01AA6	sjmp	0x01AA8	0x1aa8
0x01AA8	sjmp	0x01AF0	0x1af0
0x01AB2	jbc	0x00020	0x20.0, 0x1a35                       ; [0x20:1]=0
0x01AC0	sjmp	0x01AF0	0x1af0
0x01ACB	sjmp	0x01A4D	0x1a4d
0x01AD7	sjmp	0x01A59	0x1a59
0x01AE3	sjmp	0x01A65	0x1a65
0x01AEF	sjmp	0x01A81	0x1a81
0x01B32	jz	0x01B36	0x1b36
0x01B34	jnc	0x01B39	0x1b39
0x01B36	ljmp	0x01BCC	0x1bcc
0x01B4C	jnz	0x01B54	0x1b54
0x01B9F	jnc	0x01BA9	0x1ba9
0x01BBC	jnc	0x01BC1	0x1bc1
0x01BBE	ljmp	0x01B15	0x1b15
0x01BC9	ljmp	0x01B15	0x1b15
0x01C6D	jb	0x00021	0x21.0, 0x1c91                       ; [0x21:1]=0
0x01C8A	jnc	0x01C91	0x1c91
0x01C8F	sjmp	0x01C70	0x1c70
0x01CC8	jnc	0x01CD0	0x1cd0
0x01CF7	jnz	0x01CFD	0x1cfd
0x01CFD	jz	0x01D02	0x1d02
0x01CFF	ljmp	0x01DA2	0x1da2
0x01D1B	jz	0x01D80	0x1d80
0x01D1D	jc	0x01D80	0x1d80
0x01D38	jz	0x01D5E	0x1d5e
0x01D3A	jc	0x01D5E	0x1d5e
0x01D5B	ljmp	0x01E58	0x1e58
0x01D7D	ljmp	0x01E58	0x1e58
0x01D9F	ljmp	0x01E58	0x1e58
0x01DA6	jnz	0x01DAC	0x1dac
0x01DAC	jz	0x01DB1	0x1db1
0x01DAE	ljmp	0x01E58	0x1e58
0x01DCA	jnc	0x01DED	0x1ded
0x01DEB	sjmp	0x01E0C	0x1e0c
0x01E25	jz	0x01E33	0x1e33
0x01E27	jc	0x01E33	0x1e33
0x01E4C	jnc	0x01E58	0x1e58
0x01E55	sjmp	0x01E57	0x1e57
0x01F54	jnb	0x00024	0x24.1, 0x1f63                       ; [0x24:1]=0
0x01F57	jb	0x00024	0x24.5, 0x1f63                       ; [0x24:1]=0
0x01FC9	jnc	0x01FD0	0x1fd0
0x01FCE	sjmp	0x01FA9	0x1fa9
0x10000	ljmp	0x137F9	0x137f9
0x1000B	ljmp	0x124DD	0x124dd
0x10013	ljmp	0x12619	0x12619
0x10023	ljmp	0x126DE	0x126de
0x1005B	jb	0x10057	acc.2, 0x10057                       ; [0xe0:1]=0
0x100A5	jz	0x10091	0x10091
0x100B7	jnz	0x100C2	0x100c2
0x100C0	sjmp	0x10124	0x10124
0x10171	jnb	0x00021	0x21.0, 0x10177                      ; [0x21:1]=0
0x10174	ljmp	0x105C0	0x105c0
0x10190	jnz	0x10196	0x10196
0x10196	jnz	0x101A1	0x101a1
0x10198	jb	0x00024	0x24.2, 0x101a1                      ; [0x24:1]=0
0x1019B	jb	0x00021	0x21.0, 0x101a1                      ; [0x21:1]=0
0x101E2	jb	0x101E9	acc.1, 0x101e9                       ; [0xe0:1]=0
0x101E7	sjmp	0x101EB	0x101eb
0x101F0	jz	0x1020A	0x1020a
0x101F2	jb	0x00021	0x21.0, 0x1020a                      ; [0x21:1]=0
0x101F5	jnb	0x00023	0x23.6, 0x101ff                      ; [0x23:1]=0
0x10208	sjmp	0x10257	0x10257
0x1020A	jb	0x00021	0x21.0, 0x10257                      ; [0x21:1]=0
0x1020D	jb	0x00023	0x23.6, 0x10217                      ; [0x23:1]=0
0x1021B	jz	0x10257	0x10257
0x10253	jc	0x10239	0x10239
0x1025E	jnz	0x10264	0x10264
0x10264	jnz	0x1027B	0x1027b
0x1026A	jnz	0x1027B	0x1027b
0x1026C	jb	0x00023	0x23.7, 0x1027b                      ; [0x23:1]=0
0x1026F	jb	0x00021	0x21.0, 0x1027b                      ; [0x21:1]=0
0x10282	jnz	0x10288	0x10288
0x10288	jnz	0x10295	0x10295
0x1028E	jnz	0x10295	0x10295
0x10290	jb	0x00021	0x21.0, 0x10295                      ; [0x21:1]=0
0x10299	jnz	0x1029F	0x1029f
0x1029F	jnz	0x102A4	0x102a4
0x102A1	ljmp	0x10355	0x10355
0x102A4	jnb	0x00021	0x21.0, 0x102aa                      ; [0x21:1]=0
0x102A7	ljmp	0x10355	0x10355
0x102AE	jz	0x10308	0x10308
0x102B0	jb	0x00021	0x21.0, 0x10308                      ; [0x21:1]=0
0x102BA	jnb	0x102C0	acc.2, 0x102c0                       ; [0xe0:1]=0
0x102DA	jc	0x102AA	0x102aa
0x10300	ljmp	0x158C2	0x158c2
0x10303	jb	0x000C0	0xc0.2, 0x10310                      ; [0xc0:1]=0
0x10306	sjmp	0x102AA	0x102aa
0x1030C	jz	0x10355	0x10355
0x1030E	jb	0x00021	0x21.0, 0x10355                      ; [0x21:1]=0
0x10318	jnb	0x1031E	acc.2, 0x1031e                       ; [0xe0:1]=0
0x10353	sjmp	0x10308	0x10308
0x10374	jnb	0x00026	0x26.3, 0x103b8                      ; [0x26:1]=0
0x103A8	jnz	0x103B2	0x103b2
0x103AD	jnz	0x103B2	0x103b2
0x103B2	jnz	0x10374	0x10374
0x103B6	sjmp	0x10374	0x10374
0x103BB	jnb	0x00021	0x21.0, 0x103c1                      ; [0x21:1]=0
0x103BE	ljmp	0x10171	0x10171
0x103CE	jnc	0x103E8	0x103e8
0x103D0	jb	0x00026	0x26.0, 0x103e8                      ; [0x26:1]=0
0x103E5	ljmp	0x10171	0x10171
0x103F1	jnc	0x103F6	0x103f6
0x103F3	jnb	0x00026	0x26.0, 0x1040b                      ; [0x26:1]=0
0x103F6	jb	0x00026	0x26.0, 0x103fc                      ; [0x26:1]=0
0x103F9	ljmp	0x10597	0x10597
0x10400	jnz	0x10406	0x10406
0x10406	jnz	0x1040B	0x1040b
0x10408	ljmp	0x10597	0x10597
0x10419	jnb	0x00021	0x21.2, 0x10422                      ; [0x21:1]=0
0x1042B	jnz	0x10431	0x10431
0x10431	jz	0x1044F	0x1044f
0x10458	jz	0x1045D	0x1045d
0x1045A	ljmp	0x1058B	0x1058b
0x1045F	cjne	0x0000C	a, #0x0c, 0x10462
0x10462	jc	0x10467	0x10467
0x10464	ljmp	0x1058B	0x1058b
0x1046D	jmp		@a+dptr
0x1046E	ljmp	0x10492	0x10492
0x10471	ljmp	0x10492	0x10492
0x10474	ljmp	0x10492	0x10492
0x10477	ljmp	0x104AB	0x104ab
0x1047A	ljmp	0x104C9	0x104c9
0x1047D	ljmp	0x104E7	0x104e7
0x10480	ljmp	0x10507	0x10507
0x10483	ljmp	0x10527	0x10527
0x10486	ljmp	0x1056D	0x1056d
0x10489	ljmp	0x1054F	0x1054f
0x1048C	ljmp	0x1058B	0x1058b
0x1048F	ljmp	0x10171	0x10171
0x104A8	ljmp	0x10171	0x10171
0x104C6	ljmp	0x10171	0x10171
0x104E4	ljmp	0x10171	0x10171
0x10504	ljmp	0x10171	0x10171
0x10524	ljmp	0x10171	0x10171
0x1054C	ljmp	0x10171	0x10171
0x1056A	ljmp	0x10171	0x10171
0x10588	ljmp	0x10171	0x10171
0x10594	ljmp	0x10171	0x10171
0x10597	jb	0x00024	0x24.0, 0x105bb                      ; [0x24:1]=0
0x1059A	jb	0x00021	0x21.2, 0x105bb                      ; [0x21:1]=0
0x105BD	ljmp	0x10171	0x10171
0x105C3	jnb	0x00021	0x21.0, 0x105fd                      ; [0x21:1]=0
0x105FB	sjmp	0x105FB	0x105fb
0x10636	sjmp	0x10638	0x10638
0x10640	sjmp	0x10642	0x10642
0x1064A	sjmp	0x1064C	0x1064c
0x10654	sjmp	0x10656	0x10656
0x1065E	sjmp	0x10660	0x10660
0x10668	sjmp	0x1066A	0x1066a
0x10672	sjmp	0x10674	0x10674
0x1067C	sjmp	0x1067E	0x1067e
0x10686	sjmp	0x10688	0x10688
0x106F0	sjmp	0x106F2	0x106f2
0x1092F	jnc	0x10958	0x10958
0x10968	jnc	0x1096D	0x1096d
0x1096A	ljmp	0x10A7E	0x10a7e
0x10A8E	jnc	0x10A93	0x10a93
0x10A90	ljmp	0x10B69	0x10b69
0x10B79	jnc	0x10B7E	0x10b7e
0x10B7B	ljmp	0x10C19	0x10c19
0x10C29	jc	0x10C87	0x10c87
0x10CC6	jnb	0x00024	0x24.4, 0x10cf8                      ; [0x24:1]=0
0x10CF6	sjmp	0x10D25	0x10d25
0x10D35	jnc	0x10D42	0x10d42
0x10D40	jnc	0x10D6D	0x10d6d
0x10D52	jnc	0x10D6D	0x10d6d
0x10D5D	jc	0x10D6D	0x10d6d
0x10D6A	ljmp	0x10FEF	0x10fef
0x10D7D	jnc	0x10D8D	0x10d8d
0x10D88	jc	0x10D8D	0x10d8d
0x10D8A	ljmp	0x10E68	0x10e68
0x10D96	jc	0x10D9B	0x10d9b
0x10D98	ljmp	0x10E68	0x10e68
0x10DA4	jnc	0x10DA9	0x10da9
0x10DA6	ljmp	0x10E68	0x10e68
0x10DDF	jz	0x10DE3	0x10de3
0x10DE1	jnc	0x10E26	0x10e26
0x10E21	jc	0x10E26	0x10e26
0x10E23	ljmp	0x10FEF	0x10fef
0x10E26	jnb	0x00024	0x24.4, 0x10e5a                      ; [0x24:1]=0
0x10E39	jnc	0x10E5A	0x10e5a
0x10E44	jc	0x10E5A	0x10e5a
0x10E55	jnc	0x10E5A	0x10e5a
0x10E57	ljmp	0x10FEF	0x10fef
0x10E65	ljmp	0x10FEF	0x10fef
0x10E78	jnc	0x10E88	0x10e88
0x10E83	jc	0x10E88	0x10e88
0x10E85	ljmp	0x10FEF	0x10fef
0x10E98	jnc	0x10E9D	0x10e9d
0x10E9A	ljmp	0x10F3C	0x10f3c
0x10EAC	jnc	0x10EB1	0x10eb1
0x10EAE	ljmp	0x10F3C	0x10f3c
0x10EE7	jz	0x10EEB	0x10eeb
0x10EE9	jnc	0x10F2E	0x10f2e
0x10F29	jc	0x10F2E	0x10f2e
0x10F2B	ljmp	0x10FEF	0x10fef
0x10F39	ljmp	0x10FEF	0x10fef
0x10F4A	jc	0x10F4F	0x10f4f
0x10F4C	ljmp	0x10FE4	0x10fe4
0x10F58	jc	0x10F5D	0x10f5d
0x10F5A	ljmp	0x10FE4	0x10fe4
0x10F93	jc	0x10FD7	0x10fd7
0x10FD3	jz	0x10FEF	0x10fef
0x10FD5	jc	0x10FEF	0x10fef
0x10FE2	sjmp	0x10FEF	0x10fef
0x11009	jnc	0x11049	0x11049
0x1103F	jnz	0x11047	0x11047
0x11047	sjmp	0x110AA	0x110aa
0x11083	jnz	0x1108B	0x1108b
0x110A4	jc	0x110AA	0x110aa
0x110B7	jnz	0x110BC	0x110bc
0x110BC	jz	0x110C1	0x110c1
0x110BE	ljmp	0x1119D	0x1119d
0x11100	jnc	0x1115F	0x1115f
0x11155	jnz	0x1115D	0x1115d
0x1115D	sjmp	0x110E7	0x110e7
0x1119A	ljmp	0x11276	0x11276
0x111DC	jnc	0x1123B	0x1123b
0x11231	jnz	0x11239	0x11239
0x11239	sjmp	0x111C3	0x111c3
0x11285	jc	0x1128A	0x1128a
0x11287	ljmp	0x11498	0x11498
0x112C9	jnc	0x1131A	0x1131a
0x11310	jnz	0x11318	0x11318
0x11318	sjmp	0x112B0	0x112b0
0x11346	jc	0x1139B	0x1139b
0x11398	ljmp	0x11448	0x11448
0x113EA	jnc	0x1143E	0x1143e
0x1143C	sjmp	0x11448	0x11448
0x11498	jnb	0x00024	0x24.4, 0x114ca                      ; [0x24:1]=0
0x114C8	sjmp	0x114F7	0x114f7
0x11546	cjne	0x00003	a, #0x03, 0x11556
0x11554	sjmp	0x1159C	0x1159c
0x11564	jz	0x1156A	0x1156a
0x11567	cjne	0x00005	a, #0x05, 0x11574
0x1157A	jnc	0x11585	0x11585
0x11583	sjmp	0x11594	0x11594
0x1158B	jc	0x11594	0x11594
0x115A7	jnc	0x115F9	0x115f9
0x115BD	jz	0x115C8	0x115c8
0x115C6	sjmp	0x115CF	0x115cf
0x115F7	sjmp	0x1159E	0x1159e
0x115FA	cjne	0x00003	a, #0x03, 0x11613
0x11744	jz	0x1178B	0x1178b
0x11746	jc	0x1178B	0x1178b
0x11789	sjmp	0x117DF	0x117df
0x117A4	jnz	0x117DD	0x117dd
0x117DB	sjmp	0x117DF	0x117df
0x117F2	jnb	0x00022	0x22.0, 0x11803                      ; [0x22:1]=0
0x11813	jz	0x1180A	0x1180a
0x11815	jnb	0x00022	0x22.0, 0x1182d                      ; [0x22:1]=0
0x11818	jnb	0x00026	0x26.0, 0x1182d                      ; [0x26:1]=0
0x11832	jz	0x1185A	0x1185a
0x11857	ljmp	0x11906	0x11906
0x118A3	jz	0x118EA	0x118ea
0x118A5	jc	0x118EA	0x118ea
0x118E8	sjmp	0x118EE	0x118ee
0x118EE	jnb	0x00022	0x22.1, 0x118ff                      ; [0x22:1]=0
0x1190F	jz	0x11906	0x11906
0x11911	jnb	0x00022	0x22.1, 0x11929                      ; [0x22:1]=0
0x11914	jnb	0x00026	0x26.0, 0x11929                      ; [0x26:1]=0
0x1197B	jnc	0x11998	0x11998
0x11992	cjne	0x00000	r7, #0x00, 0x11996
0x11996	sjmp	0x11968	0x11968
0x119D2	jnc	0x119D7	0x119d7
0x119DE	jc	0x119E4	0x119e4
0x119FF	jnc	0x11A04	0x11a04
0x11A0B	jc	0x11A11	0x11a11
0x11A6F	cjne	0x00005	a, #0x05, 0x11a58
0x11A81	ajmp	0x1181A	0x1181a
0x11A85	ljmp	0x11AB6	0x11ab6
0x11A90	ajmp	0x11838	0x11838
0x11A93	djnz	0x11A9E	r2, 0x11a9e
0x11A99	jbc	0x00020	0x20.0, 0x11a9c                      ; [0x20:1]=0
0x11AA6	sjmp	0x11AA8	0x11aa8
0x11AA8	sjmp	0x11AF0	0x11af0
0x11AB2	jbc	0x00020	0x20.0, 0x11a35                      ; [0x20:1]=0
0x11AC0	sjmp	0x11AF0	0x11af0
0x11ACB	sjmp	0x11A4D	0x11a4d
0x11AD7	sjmp	0x11A59	0x11a59
0x11AE3	sjmp	0x11A65	0x11a65
0x11AEF	sjmp	0x11A81	0x11a81
0x11B32	jz	0x11B36	0x11b36
0x11B34	jnc	0x11B39	0x11b39
0x11B36	ljmp	0x11BCC	0x11bcc
0x11B4C	jnz	0x11B54	0x11b54
0x11B9F	jnc	0x11BA9	0x11ba9
0x11BBC	jnc	0x11BC1	0x11bc1
0x11BBE	ljmp	0x11B15	0x11b15
0x11BC9	ljmp	0x11B15	0x11b15
0x11C6D	jb	0x00021	0x21.0, 0x11c91                      ; [0x21:1]=0
0x11C8A	jnc	0x11C91	0x11c91
0x11C8F	sjmp	0x11C70	0x11c70
0x11CC8	jnc	0x11CD0	0x11cd0
0x11CF7	jnz	0x11CFD	0x11cfd
0x11CFD	jz	0x11D02	0x11d02
0x11CFF	ljmp	0x11DA2	0x11da2
0x11D1B	jz	0x11D80	0x11d80
0x11D1D	jc	0x11D80	0x11d80
0x11D38	jz	0x11D5E	0x11d5e
0x11D3A	jc	0x11D5E	0x11d5e
0x11D5B	ljmp	0x11E58	0x11e58
0x11D7D	ljmp	0x11E58	0x11e58
0x11D9F	ljmp	0x11E58	0x11e58
0x11DA6	jnz	0x11DAC	0x11dac
0x11DAC	jz	0x11DB1	0x11db1
0x11DAE	ljmp	0x11E58	0x11e58
0x11DCA	jnc	0x11DED	0x11ded
0x11DEB	sjmp	0x11E0C	0x11e0c
0x11E25	jz	0x11E33	0x11e33
0x11E27	jc	0x11E33	0x11e33
0x11E4C	jnc	0x11E58	0x11e58
0x11E55	sjmp	0x11E57	0x11e57
0x11F54	jnb	0x00024	0x24.1, 0x11f63                      ; [0x24:1]=0
0x11F57	jb	0x00024	0x24.5, 0x11f63                      ; [0x24:1]=0
0x11FC9	jnc	0x11FD0	0x11fd0
0x11FCE	sjmp	0x11FA9	0x11fa9
0x12000	ajmp	0x1207B	0x1207b
0x12028	jnb	0x12036	acc.0, 0x12036                       ; [0xe0:1]=0
0x12073	jz	0x120B3	0x120b3
0x12075	jc	0x120B3	0x120b3
0x120B1	sjmp	0x120BA	0x120ba
0x120CA	jc	0x120D2	0x120d2
0x120D9	jnc	0x120DF	0x120df
0x120E6	jz	0x1215E	0x1215e
0x12167	jb	0x00024	0x24.0, 0x1218a                      ; [0x24:1]=0
